PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,label,split,fold
22.443054,-5.809699,10.277835,-5.6830535,-3.7516205,3.869093,3.1303742,1.7017213,7.3382883,-4.687884,1,train,1
2.9124749,-1.0021011,9.022276,2.887588,-2.4710119,-3.6844795,-0.10318581,1.1506362,0.864215,-6.2524343,1,train,1
6.1638823,-2.0956018,10.884694,1.6570407,-3.913144,-0.48781613,0.94739234,0.35839579,1.3857062,-5.034885,1,train,1
18.582302,-6.028195,10.0019865,-2.0584178,-2.7260377,0.5545899,3.7403593,1.347084,6.6407576,-5.50153,1,train,1
10.025374,-1.3236427,12.906244,1.112298,-2.8663168,-1.5387641,1.4779541,0.29444715,1.2222929,-1.0075898,1,train,1
14.611719,-7.475507,13.601346,-2.83354,0.89352703,0.07890446,4.294939,0.6625948,2.8987374,-1.0509498,1,train,1
22.642672,-6.078035,10.952962,-3.1899824,0.8293086,3.1314309,1.957534,0.47452164,6.1355066,-1.3910227,1,train,1
19.651539,-3.3883746,10.963742,-1.2084564,0.27904236,2.790292,-0.28014618,-0.28783253,4.7725353,-0.49753806,1,train,1
7.76401,-5.958972,12.928622,-1.4899058,-2.4388106,-1.9013951,3.634122,0.75691766,1.4526427,-1.323198,1,train,1
9.465983,-4.152588,13.554734,-0.7114028,-2.937558,-0.8776731,2.3343365,0.23012477,1.7012725,-0.7543205,1,train,1
19.026157,-5.1683106,8.9691,-1.0867054,0.47860196,1.1767277,-0.6265104,-0.62679195,4.780416,-4.030812,1,train,1
12.133147,-6.3984084,12.474199,0.4138966,4.6190133,-1.5125691,2.5976567,0.42556426,-2.809486,-0.6017772,1,train,1
6.9993167,-3.5199592,11.017023,-0.54159886,1.6178476,-2.7512646,2.3928666,1.2844774,-0.046051014,0.39989895,1,train,1
12.983363,-9.4704895,12.601726,-3.2271907,3.0419812,-2.6176589,4.608948,3.0383277,4.512703,-2.7783148,1,train,1
20.138525,-12.662134,13.005685,-4.11504,5.8559637,-0.6393879,5.6992335,2.437643,4.473598,-2.6864407,1,train,1
9.282072,-10.671201,14.189527,-0.98519,5.0792313,-3.7746332,5.7266045,0.90151334,1.2191209,-1.6860307,1,train,1
9.99401,-6.877799,15.360204,0.26460823,4.149852,-2.32851,2.9372616,0.32336375,1.2717757,-0.17122005,1,train,1
20.555887,-10.3175535,11.318713,-2.1986227,6.666988,0.5067162,2.9062283,1.021229,2.9532156,-4.685706,1,train,1
6.968605,6.562516,-1.01826,4.945375,-3.9873178,-1.9402428,1.2132392,0.5214837,-1.8420898,1.6100066,1,train,1
7.5060387,6.4743085,-2.637447,4.0754642,-5.330653,-2.473538,2.3291419,1.065521,-0.6334501,1.8118267,1,train,1
25.135933,-0.38421336,-3.8209198,-3.9637628,-4.137697,0.7068637,2.6646285,-0.70630234,2.1933262,0.7245545,1,train,1
18.077393,1.1956265,-1.5610895,-0.4560772,-1.3151234,-0.06917428,2.0588648,0.19552366,-1.341914,0.79397637,1,train,1
11.108658,4.847702,-3.2217624,1.9432976,-6.2297564,-1.2887642,2.3851788,0.5404504,-0.6251107,1.7910215,1,train,1
9.517833,3.3554385,-3.2484722,2.2200797,-6.0728784,-1.7810892,4.4781547,0.3128394,0.10303882,1.5468671,1,train,1
8.026809,6.7373786,-0.07216579,4.8794775,-2.9578993,-1.0809879,-0.14028311,-0.29179516,-4.9950047,-0.37972862,1,train,1
16.9861,-4.3435555,-2.2889144,-0.16037472,2.3289554,-1.9632671,4.599688,2.9778113,-1.4693874,3.101498,1,train,1
15.468371,-2.101669,-2.7948763,2.5055704,1.8895804,-2.181593,4.6553435,3.747314,-2.1859996,3.302737,1,train,1
26.762539,-6.3307095,-4.0556674,-4.388975,2.1279042,-1.4747331,4.965332,3.329764,-0.46791762,0.7582759,1,train,1
24.22425,-5.7979846,-2.785998,-3.7432215,2.826558,-0.16706108,4.4696183,4.1838703,-1.2560277,0.65956855,1,train,1
15.651298,-0.7902243,-4.591265,0.74694544,0.535338,-2.2969527,1.3707327,1.9803842,-1.1255795,3.7086608,1,train,1
13.746668,0.68256694,-3.0430977,1.8814714,-0.8772633,-2.625127,1.3519672,0.85191655,-2.5271323,2.4076786,1,train,1
10.169683,-0.0031224075,-0.66012585,2.6009731,1.0122765,-3.045091,4.4507265,2.8704891,-4.490505,-1.3201278,1,train,1
21.273087,-6.2830625,-4.6952,-1.2867713,5.4581475,-3.1692154,2.962271,3.426728,1.6161844,4.21474,1,train,1
20.338022,-4.9787216,-4.1451907,-1.0750315,3.9180748,-3.6887574,3.648927,3.518115,-0.1995002,-0.20643736,1,train,1
22.334837,-3.1254623,-2.4493186,-2.2709746,2.217784,-2.423206,3.1435845,3.6898782,1.4971268,0.90394926,1,train,1
20.307873,-5.6364174,-4.245034,-2.289138,2.4934583,-4.6865077,5.270434,4.893487,2.6690252,3.3105865,1,train,1
17.939177,-5.0442348,-4.404662,-0.3320042,3.475098,-3.5051782,1.1834012,3.4502172,3.320057,2.024052,1,train,1
22.27352,-5.9450903,-4.517547,-2.5516787,3.8568707,-2.383871,1.9948168,4.496988,1.8124001,2.7549362,1,train,1
17.593397,-7.149178,-4.724097,-1.8546154,3.0310323,-6.025911,2.8140397,3.4619908,0.4313601,0.5454129,1,train,1
15.540924,3.7951577,1.656384,-1.7520927,-9.442304,1.7996771,4.843794,-0.9536278,-3.5135913,-0.062025342,1,train,1
13.206693,2.8208764,2.5704088,-0.76275283,-8.153047,0.6144604,5.2246704,0.1313506,-1.8310721,-0.49410367,1,train,1
23.890144,-1.5995634,1.505865,-6.641991,-9.984482,4.0436816,7.790566,0.09657229,3.521523,-0.2361382,1,train,1
20.470114,-0.32543096,2.1683342,-3.4483325,-9.21651,3.896974,7.3812213,-1.1676341,1.5810981,-1.6410078,1,train,1
11.533782,2.382358,3.6003168,-1.8152008,-11.067425,4.0015507,6.4418893,-3.1648388,-1.2524246,-1.7488881,1,train,1
11.814026,3.2708104,2.0134318,-0.61007273,-10.7558775,3.515099,5.9286957,-1.8155985,-1.9261186,-1.8653809,1,train,1
22.216145,0.71197003,1.4928046,-2.7480168,-4.7231207,3.0311089,3.796785,0.036796603,-1.2971059,1.955422,1,train,1
5.6460567,2.9722128,4.427101,2.1968572,-6.666275,-2.117789,2.8151896,1.1029545,-2.1343532,-1.126288,1,train,1
2.9522338,1.0779803,3.7215152,4.368245,-4.780554,-4.0202017,2.239397,1.7022487,-0.113229774,1.7306203,1,train,1
13.936717,-1.8352687,4.5969963,1.7661549,-1.3541194,-0.6106447,2.6705823,2.4796174,5.3581824,1.968676,1,train,1
18.282843,-5.187839,4.963253,-0.4791437,-0.04334542,-0.7270298,3.0450635,2.9512427,3.5565658,0.044996623,1,train,1
9.938737,-3.7604618,2.8091161,-1.7155428,-4.692829,0.42779937,5.499613,1.5939745,1.371312,-1.1639047,1,train,1
12.807357,-3.569029,3.079222,-1.9493049,-2.5377595,0.43798068,3.8794942,2.085379,1.3612183,-2.432342,1,train,1
19.805096,-3.0692143,0.58984613,-0.6881458,1.9171618,-0.5157303,-0.46011996,2.4230719,1.5500346,2.0874279,1,train,1
3.0429375,5.1036057,3.5177813,6.1312327,-3.3048265,-1.0224091,-0.19160552,1.6302878,-2.1643608,0.8158999,1,train,1
7.430666,-0.6507781,-0.31495214,3.0875127,-1.0664815,-3.1893516,3.2645004,3.4773548,0.3743738,-0.2924272,1,train,1
20.601791,-2.8754234,0.6878799,-1.5095998,0.5028259,0.22919774,1.8313649,3.1551173,0.4278078,0.78610253,1,train,1
26.764502,-8.115691,-1.703872,-4.540468,2.855291,-1.5162642,3.72835,4.251463,4.488627,0.17134564,1,train,1
17.923159,-6.9368224,-1.5075244,-2.1911578,2.2649796,-1.4248706,6.066254,5.2309937,4.1721716,0.21732253,1,train,1
17.58887,-4.8020616,0.71543425,-1.2427627,2.2832108,-1.5131524,4.6468782,4.8538795,3.487705,-1.1567924,1,train,1
20.369133,-6.8789015,-0.3924515,0.15472883,5.1036386,-6.641523,3.2670321,4.8595057,5.853895,2.0424733,1,train,1
2.6584802,2.0410655,4.2765293,11.207435,0.03212354,-3.7747488,-0.3310708,0.319635,0.7745512,0.32233614,1,train,1
1.6725367,0.93883985,4.2183557,10.497743,-0.65904826,-2.333307,-0.6924363,-1.0227282,0.87504166,0.535253,1,train,1
17.713387,-6.2792897,4.622895,3.5245647,5.789867,2.4613297,0.8732179,-0.7747284,4.8127356,5.5886226,1,train,1
11.346712,-5.7746735,4.5938816,6.525306,3.642202,-0.12808557,2.607434,-0.39290476,6.4138603,2.4214826,1,train,1
5.6235757,1.5640017,2.7115123,9.219844,0.62241477,-1.0097073,-3.9119954,-1.6125686,3.5826428,-2.5589936,1,train,1
3.500657,2.8041663,2.875123,9.810698,0.8031862,-0.74067456,-4.45414,-0.110669605,1.0191884,-0.92015004,1,train,1
3.847801,-2.6759117,7.241934,8.542242,4.596966,-2.3413987,-1.075687,0.7030399,1.3525517,0.94282407,1,train,1
5.883881,-6.3965187,2.9317567,8.909672,5.648483,-5.7473793,2.1281412,-0.1996925,2.3521543,1.8831807,1,train,1
6.206212,-3.7867723,4.3071184,8.8877535,5.262607,-4.638165,0.7929186,1.5559579,0.48688227,1.7758251,1,train,1
9.5392,-3.6181414,3.8100197,8.41641,6.637906,-1.776335,-1.425998,1.023586,1.5542182,3.0584064,1,train,1
8.344577,-5.148495,4.9999056,7.679225,8.513491,-3.5860412,0.12952489,3.5368314,0.9801111,2.6678884,1,train,1
4.771132,-2.7340848,4.2504764,8.634323,4.453772,-1.0217851,-0.97140163,2.6151454,1.8852338,0.65391135,1,train,1
9.745604,-5.9905133,4.6080003,6.8224916,7.0147,-1.1017901,-1.0779601,0.6440757,3.5319424,-0.11756175,1,train,1
3.5509553,-2.7084599,8.628188,9.06912,6.4987273,-2.9072704,-2.2305644,1.8163093,-0.81360275,-0.91000247,1,train,1
6.0405607,-6.607151,2.3926923,8.435999,7.0802975,-3.727607,1.4149929,2.8493,0.29630753,4.911559,1,train,1
5.233203,-7.7314296,4.542246,6.9727755,8.521704,-3.2820618,1.6554364,5.259117,0.04395857,2.0254455,1,train,1
7.153737,-5.561741,4.1964526,7.2067623,8.241055,-1.0304861,0.5798744,4.170446,-1.7617514,7.4544244,1,train,1
11.116324,-4.9652176,5.7067103,6.103884,10.898495,-0.3779739,-1.8841985,2.9817176,-4.877298,4.8904495,1,train,1
9.355278,-4.2985067,6.2082276,7.501158,9.968113,0.10190709,-0.06785376,4.835806,-2.9121606,2.5012903,1,train,1
7.281669,-4.950764,5.6424313,7.3637857,8.731712,0.4912035,0.52711946,3.843636,-1.3622016,1.5381435,1,train,1
1.4565841,1.1639216,6.447246,8.763422,6.077334,-1.273256,-2.85119,3.1895669,-5.758523,3.2467895,1,train,1
11.726972,9.409576,-4.767991,0.16686454,-11.494495,-3.4948044,4.1509275,2.76423,0.2652235,-3.1236484,1,train,1
7.211252,11.762721,-2.4428098,4.046521,-9.511251,-2.7311783,0.4572116,2.4919834,-3.1744742,-1.6723255,1,train,1
12.161751,9.975551,-1.7061387,3.5787227,-7.886319,-1.0774629,-2.946743,-0.7124245,-1.2420897,-0.4348251,1,train,1
14.527695,8.126583,-0.4655617,2.734539,-7.2888145,0.80140895,-4.197949,-1.9595555,0.41436768,0.036495835,1,train,1
11.18105,10.189171,-3.5225637,2.3431232,-10.426993,-2.8413506,0.437781,2.1901424,-0.033812165,-0.16362965,1,train,1
7.357191,10.809188,-1.1588943,3.5310688,-9.490156,-1.7755334,0.5453974,3.0006366,-0.8857721,0.623632,1,train,1
16.258875,5.4900503,-0.58959824,0.7937205,-6.719528,-1.2192132,-1.4283395,-0.0935366,3.2557666,2.3300557,1,train,1
13.458664,6.7038493,-7.477391,0.93432695,-8.1918,-5.826912,4.2204213,6.475987,0.86475414,-1.1377908,1,train,1
9.113422,8.145804,-5.6488476,2.4163165,-8.46293,-5.433655,2.9325898,6.109707,-0.26985902,0.19674747,1,train,1
21.640413,5.4397964,-5.75465,-1.432709,-6.7373333,-1.3311901,-0.22552216,1.0276102,-0.83937734,-0.73989236,1,train,1
22.962202,4.7192807,-7.449459,-1.7900606,-6.421784,-2.0613747,-1.5415131,0.9398887,1.0373577,-0.6055065,1,train,1
11.416346,5.3745933,-8.660842,0.21097103,-6.1601644,-8.006305,6.0529466,6.445083,3.3202245,-1.5983618,1,train,1
7.302197,5.339579,-7.9463854,-1.1567036,-6.3224473,-7.5873036,9.987433,8.843058,6.6810884,-0.77504975,1,train,1
17.641647,4.2484546,-3.1935525,1.0192275,-6.003013,-3.9068446,0.54222816,1.3211418,1.244586,0.55705863,1,train,1
15.484794,2.9423287,-9.309136,1.3011212,-3.7944944,-7.1509914,3.299975,5.408122,3.6092374,-1.634719,1,train,1
9.7057705,4.186658,-8.485331,2.7346098,-3.952352,-5.9625707,4.446559,6.982327,2.2549427,-2.5557907,1,train,1
22.518726,1.7247323,-8.32358,-1.3175744,-3.9585574,-3.2881253,0.42458233,1.5404334,4.209975,-1.4264798,1,train,1
20.004684,2.076004,-8.81554,0.6559598,-2.0713336,-8.014412,1.4349817,5.1388426,4.94394,1.1580977,1,train,1
8.444518,4.4749956,-6.53323,4.075995,-4.121997,-7.0116715,1.9847583,6.6535645,2.034129,0.17397006,1,train,1
5.028989,3.340918,-6.468061,4.3275867,-2.7727697,-6.467947,2.0816453,5.9213443,3.2677076,-1.1518406,1,train,1
13.61927,4.2164073,-5.9407554,2.5255852,-3.472452,-4.632179,-0.058810875,1.715043,3.7184105,4.523192,1,train,1
-0.19489506,-5.5289955,0.16674918,3.2272296,-0.5416994,-2.4696922,5.5334826,2.3134978,2.827134,-6.826815,1,train,1
-6.8684306,-4.208209,0.84840494,5.107384,-2.0592496,-0.27506202,2.4460583,0.02297341,0.13267082,-2.1312153,1,train,1
9.485526,-5.4618425,8.181828,6.332215,5.0842175,-2.5999064,0.6442623,0.8459943,0.9821618,-3.8677335,1,train,1
10.306035,-6.274317,9.880934,5.638292,5.8391294,-1.1390004,0.31914148,-0.96393234,1.7532933,-4.8001037,1,train,1
-3.5641532,-6.9886107,1.194124,0.7610823,-0.3057098,-4.4145994,6.124473,-4.2884765,4.071021,-4.8904305,1,train,1
0.97125506,-9.692348,0.668048,-1.6272893,-0.17405763,-6.2492332,8.389971,-4.28037,4.433674,-7.6469193,1,train,1
2.7360091,0.39996532,7.7135324,9.228362,1.1306671,-2.893504,-1.5380671,-0.7756454,-1.8254428,-3.599291,1,train,1
2.5407298,-2.8606067,5.0486526,6.698919,1.9411514,-2.4458065,0.81905544,0.61617947,-1.3718816,-4.3912168,1,train,1
2.803301,-2.7071433,5.1725965,6.322932,1.6347891,-1.4974891,-0.07690496,1.5302684,-1.3398689,-2.5416577,1,train,1
10.920678,-4.4380493,8.55609,5.118155,6.1191025,-1.6331035,2.0901227,1.6554767,-0.77865785,-1.9888095,1,train,1
5.4834976,-3.702264,9.942358,6.7171407,5.1769223,-1.9954176,2.2156239,0.34507978,-0.6210485,-4.378747,1,train,1
-0.71534854,-3.5769262,3.799394,6.5652432,1.9280713,-4.0281296,1.9811468,-0.7962618,-1.1932764,-2.1477256,1,train,1
1.4228636,-7.9182463,2.6071444,5.0050445,2.1816814,-3.9420037,5.472682,-1.3268477,0.33407614,0.6112405,1,train,1
3.6407588,-3.141517,9.80976,7.5712404,1.7116187,-3.5239832,1.7985029,0.003814262,-0.45575958,-2.9768026,1,train,1
2.8629866,-1.8718382,5.0658584,6.6441936,4.4199324,-3.1324556,0.49555996,1.509298,-2.3923368,-4.181626,1,train,1
2.9400764,-1.9900434,3.49939,6.2613697,3.3014638,-4.124837,-0.07536865,2.5224967,-0.45846787,-3.19585,1,train,1
11.163402,-5.5717406,6.8693113,5.623307,6.9920626,-0.3079035,2.286842,3.534857,-1.2963208,-3.7710526,1,train,1
8.409594,-3.385778,6.683547,6.061214,5.507359,-1.6452211,2.045923,2.2031505,-2.1279604,-2.316578,1,train,1
6.4524055,-5.7301493,3.5690055,5.5969005,4.8787103,-6.1079836,3.2595277,0.24240118,1.2895083,-4.7239213,1,train,1
5.5783467,-10.726212,5.288384,4.5927987,4.5164986,-5.393421,6.182358,1.5033652,2.963009,-3.7482648,1,train,1
5.38657,-2.8542333,8.594604,8.084105,6.468375,-2.6401215,0.3236201,0.67405367,-1.3445344,-4.480618,1,train,1
28.117756,-2.8357356,-3.890767,-6.7222147,1.2145838,3.23288,1.5095196,2.1020856,-1.3372968,0.059268694,1,train,1
28.893686,-0.4126816,-8.831584,-6.430185,-2.5313668,0.80026406,2.0611172,2.69308,-2.157864,-0.14342004,1,train,1
24.71875,0.83253187,-3.8152413,-3.1658676,0.9477876,4.192936,-2.4750257,1.2527983,-5.614135,0.89958733,1,train,1
25.924671,-0.43416607,-2.375558,-4.8564506,1.9128662,4.22174,-1.8586514,1.7340524,-4.3993807,0.31460342,1,train,1
28.509485,-1.6640357,-8.514781,-5.612659,-1.4707074,-0.6133231,1.1525061,2.8469548,0.62518114,-1.8324577,1,train,1
28.467268,-2.978411,-8.089111,-5.6248856,-0.3334291,-1.2328707,2.0692873,4.11777,0.7742561,-1.6190859,1,train,1
24.305593,1.0074341,-3.9465106,-3.8660285,2.2903225,3.2858706,-0.9378535,2.6713436,-5.314621,1.4574702,1,train,1
26.549747,-0.21679525,-7.9778905,-3.5085263,0.5014532,-1.4005998,-0.34181952,3.3438148,-3.0190296,0.5353606,1,train,1
27.1623,-0.5891325,-7.1893997,-4.36538,0.19421516,0.5044577,-1.3867055,2.9508023,-1.9530306,1.413925,1,train,1
30.180206,-3.9691067,-3.196226,-5.8879876,3.9530492,4.914245,-1.6613592,2.223795,-2.5547879,0.5306631,1,train,1
29.979885,-3.220198,-2.916523,-5.292174,6.0499883,4.6904655,-2.633381,2.7030377,-4.575513,0.7033832,1,train,1
31.37681,-5.4800725,-7.4790654,-6.226322,3.2649324,1.2385316,0.542385,3.3299766,0.6373458,-0.7341568,1,train,1
28.006897,-2.3081257,-8.489447,-4.4547963,1.4939657,-0.10201579,0.35085967,3.303541,0.08419833,-0.8080739,1,train,1
27.995796,-2.506486,-3.710546,-4.718692,4.7263765,3.369477,-1.0344741,3.0729883,-3.506119,0.19354087,1,train,1
29.599333,-3.238081,-8.650267,-6.0159383,0.067809515,1.59382,-0.22307712,1.3331172,-0.7765196,-1.1976217,1,train,1
25.886457,-0.472218,-9.979198,-4.0275884,-0.95591503,-0.44891912,0.568995,1.8638178,-2.0055783,-0.06664294,1,train,1
32.189003,-5.1031284,-7.0268373,-7.0264063,3.115614,2.6922128,-1.0785925,3.5097525,-0.73534673,1.3873477,1,train,1
30.404978,-5.267208,-5.1940103,-5.8491015,5.542804,3.0187397,-3.0236857,2.0863345,0.16356598,1.7107714,1,train,1
