timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-08T20:24:47,codecarbon,73c25226-8411-4256-a092-3c71b12f8689,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.01923930000339,8.33693193049365e-05,2.5248709865017376e-06,42.5,11.98049809470272,38.0,0.0003895001690973,0.000110045088036,0.0003481518928334,0.0008476971499668,0.0,Brazil,BRA,minas gerais,Windows-11-10.0.26200-SP0,3.14.3,3.2.2,32,Intel(R) Core(TM) i9-14900,1,1 x NVIDIA RTX 4000 Ada Generation,-45.0436,-21.267,127.69407272338869,machine,29.6375,38.03125,19.665625,25.101019144058228,N,1.0,0.0,,
