timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-08T19:53:15,codecarbon,c33c9012-90e3-4732-86c6-2eba0c3fe899,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18042.29769620001,0.045571723842245435,2.525827065354517e-06,42.5,12.025153243346201,38.0,0.2128679733890334,0.06023650985583598,0.19026766303411327,0.4633721462789831,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.2,32,Intel(R) Core(TM) i9-14900,1,1 x NVIDIA RTX 4000 Ada Generation,-45.0436,-21.267,127.69407272338867,machine,72.56214600904877,33.048315924705356,23.65217561302575,30.202590449964482,N,1.0,0.0
