timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-09T03:06:19,codecarbon,06c3a8ab-3be3-453f-957c-33bfae98f601,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13353.021648599999,0.03346955754620166,2.5065156357108717e-06,42.5,11.320141802910078,38.0,0.15753938876638754,0.04196661662882201,0.1408116171919466,0.34031762258715637,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.2,32,Intel(R) Core(TM) i9-14900,1,1 x NVIDIA RTX 4000 Ada Generation,-45.0436,-21.267,127.69407272338867,machine,68.206940039269,23.160700800483312,24.27729194985652,31.00094300370763,N,1.0,0.0
