timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-08T23:07:06,codecarbon,104ee6f7-216d-4f5c-bf3e-ee8798fd583e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10078.022780800005,0.025393097881463222,2.5196507721574617e-06,42.5,11.794253859631821,38.0,0.11890897699680633,0.033002069734968,0.1062853363310556,0.25819638306283016,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.2,32,Intel(R) Core(TM) i9-14900,1,1 x NVIDIA RTX 4000 Ada Generation,-45.0436,-21.267,127.69407272338867,machine,64.01748174817482,30.773777377737773,20.21121112111211,25.807130156832823,N,1.0,0.0
