timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-09T14:38:56,codecarbon,541bff74-00ec-449c-9303-5c625938a0b7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14739.72287290002,0.03682418507909665,2.4982956190309664e-06,42.5,11.032935561599333,38.0,0.1739111328186235,0.04506577049703203,0.15545048797950692,0.37442739129516256,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.2,32,Intel(R) Core(TM) i9-14900,1,1 x NVIDIA RTX 4000 Ada Generation,-45.0436,-21.267,127.69407272338867,machine,66.7567942583732,23.72816131237184,26.473403964456597,33.804876798159114,N,1.0,0.0
